"funnel_step","funnel_name","platform","age_range","download_date","user_count","ride_count"
"1","downloaded_app","ios","45-54","2021-01-29","5","0"
"1","downloaded_app","ios","18-24","2021-05-10","5","0"
"1","downloaded_app","android","25-34","2021-05-05","2","0"
"1","downloaded_app","ios","45-54","2021-01-28","2","0"
"1","downloaded_app","ios","18-24","2021-05-11","2","0"
"1","downloaded_app","ios","45-54","2021-01-27","4","0"
"1","downloaded_app","ios","18-24","2021-05-12","5","0"
"1","downloaded_app","web","","2021-09-23","1","0"
"1","downloaded_app","ios","45-54","2021-01-26","3","0"
"1","downloaded_app","ios","45-54","2021-01-25","2","0"
"1","downloaded_app","ios","18-24","2021-05-13","4","0"
"1","downloaded_app","web","Unknown","2021-06-18","2","0"
"1","downloaded_app","ios","45-54","2021-01-24","3","0"
"1","downloaded_app","ios","45-54","2021-01-23","3","0"
"1","downloaded_app","ios","18-24","2021-05-15","2","0"
"1","downloaded_app","ios","18-24","2021-05-16","3","0"
"1","downloaded_app","web","Unknown","2021-06-17","2","0"
"1","downloaded_app","ios","45-54","2021-01-22","2","0"
"1","downloaded_app","ios","45-54","2021-01-21","3","0"
"1","downloaded_app","ios","18-24","2021-05-18","7","0"
"1","downloaded_app","android","25-34","2021-05-06","5","0"
"1","downloaded_app","ios","45-54","2021-01-20","5","0"
"1","downloaded_app","ios","18-24","2021-05-19","5","0"
"1","downloaded_app","ios","45-54","2021-01-19","4","0"
"1","downloaded_app","ios","45-54","2021-01-18","2","0"
"1","downloaded_app","ios","18-24","2021-05-20","1","0"
"1","downloaded_app","ios","18-24","2021-05-21","4","0"
"1","downloaded_app","ios","45-54","2021-01-17","5","0"
"1","downloaded_app","ios","45-54","2021-01-16","3","0"
"1","downloaded_app","ios","18-24","2021-05-22","5","0"
"1","downloaded_app","web","Unknown","2021-06-16","2","0"
"1","downloaded_app","ios","45-54","2021-01-15","2","0"
"1","downloaded_app","ios","45-54","2021-01-14","3","0"
"1","downloaded_app","ios","18-24","2021-05-23","1","0"
"1","downloaded_app","ios","45-54","2021-01-13","1","0"
"1","downloaded_app","ios","45-54","2021-01-12","1","0"
"1","downloaded_app","ios","18-24","2021-05-24","3","0"
"1","downloaded_app","web","Unknown","2021-06-15","1","0"
"1","downloaded_app","ios","18-24","2021-05-25","3","0"
"1","downloaded_app","android","25-34","2021-05-07","4","0"
"1","downloaded_app","ios","45-54","2021-01-11","1","0"
"1","downloaded_app","ios","45-54","2021-01-10","4","0"
"1","downloaded_app","ios","18-24","2021-05-26","6","0"
"1","downloaded_app","ios","45-54","2021-01-09","1","0"
"1","downloaded_app","ios","45-54","2021-01-08","2","0"
"1","downloaded_app","ios","18-24","2021-05-27","5","0"
"1","downloaded_app","web","","2021-09-22","2","0"
"1","downloaded_app","ios","45-54","2021-01-07","1","0"
"1","downloaded_app","ios","45-54","2021-01-06","4","0"
"1","downloaded_app","ios","18-24","2021-05-28","3","0"
"1","downloaded_app","ios","45-54","2021-01-05","5","0"
"1","downloaded_app","ios","45-54","2021-01-04","4","0"
"1","downloaded_app","ios","18-24","2021-05-29","4","0"
"1","downloaded_app","web","Unknown","2021-06-14","4","0"
"1","downloaded_app","ios","45-54","2021-01-03","2","0"
"1","downloaded_app","ios","18-24","2021-05-30","2","0"
"1","downloaded_app","ios","45-54","2021-01-02","5","0"
"1","downloaded_app","ios","45-54","2021-01-01","2","0"
"1","downloaded_app","ios","18-24","2021-05-31","4","0"
"1","downloaded_app","web","Unknown","2021-06-13","2","0"
"1","downloaded_app","ios","35-44","2021-12-31","6","0"
"1","downloaded_app","ios","18-24","2021-06-01","2","0"
"1","downloaded_app","android","25-34","2021-05-08","4","0"
"1","downloaded_app","ios","35-44","2021-12-30","9","0"
"1","downloaded_app","ios","35-44","2021-12-29","12","0"
"1","downloaded_app","ios","18-24","2021-06-02","6","0"
"1","downloaded_app","ios","35-44","2021-12-28","8","0"
"1","downloaded_app","ios","35-44","2021-12-27","10","0"
"1","downloaded_app","ios","18-24","2021-06-03","2","0"
"1","downloaded_app","ios","18-24","2021-06-04","3","0"
"1","downloaded_app","ios","35-44","2021-12-26","8","0"
"1","downloaded_app","ios","18-24","2021-06-05","1","0"
"1","downloaded_app","web","Unknown","2021-06-12","2","0"
"1","downloaded_app","ios","35-44","2021-12-25","10","0"
"1","downloaded_app","ios","18-24","2021-06-06","2","0"
"1","downloaded_app","ios","18-24","2021-06-07","3","0"
"1","downloaded_app","web","Unknown","2021-06-11","1","0"
"1","downloaded_app","ios","35-44","2021-12-24","9","0"
"1","downloaded_app","ios","35-44","2021-12-23","7","0"
"1","downloaded_app","ios","18-24","2021-06-08","5","0"
"1","downloaded_app","android","25-34","2021-05-09","1","0"
"1","downloaded_app","ios","35-44","2021-12-22","11","0"
"1","downloaded_app","ios","35-44","2021-12-21","13","0"
"1","downloaded_app","ios","18-24","2021-06-09","5","0"
"1","downloaded_app","ios","35-44","2021-12-20","5","0"
"1","downloaded_app","ios","35-44","2021-12-19","8","0"
"1","downloaded_app","ios","18-24","2021-06-10","2","0"
"1","downloaded_app","android","18-24","2021-04-14","1","0"
"1","downloaded_app","ios","35-44","2021-12-18","5","0"
"1","downloaded_app","ios","18-24","2021-06-11","2","0"
"1","downloaded_app","android","25-34","2021-05-10","2","0"
"1","downloaded_app","ios","35-44","2021-12-17","11","0"
"1","downloaded_app","ios","35-44","2021-12-16","6","0"
"1","downloaded_app","ios","18-24","2021-06-12","2","0"
"1","downloaded_app","ios","35-44","2021-12-15","8","0"
"1","downloaded_app","ios","35-44","2021-12-14","12","0"
"1","downloaded_app","ios","18-24","2021-06-13","2","0"
"1","downloaded_app","ios","35-44","2021-12-13","7","0"
"1","downloaded_app","ios","35-44","2021-12-12","9","0"
"1","downloaded_app","ios","18-24","2021-06-14","3","0"
"1","downloaded_app","ios","35-44","2021-12-11","13","0"
"1","downloaded_app","ios","35-44","2021-12-10","5","0"
"1","downloaded_app","ios","18-24","2021-06-15","4","0"
"1","downloaded_app","android","25-34","2021-05-11","2","0"
"1","downloaded_app","ios","35-44","2021-12-09","4","0"
"1","downloaded_app","ios","18-24","2021-06-16","3","0"
"1","downloaded_app","ios","18-24","2021-06-17","6","0"
"1","downloaded_app","web","","2021-12-09","1","0"
"1","downloaded_app","ios","35-44","2021-12-08","5","0"
"1","downloaded_app","ios","35-44","2021-12-07","9","0"
"1","downloaded_app","ios","18-24","2021-06-18","2","0"
"1","downloaded_app","web","Unknown","2021-06-10","1","0"
"1","downloaded_app","ios","35-44","2021-12-06","9","0"
"1","downloaded_app","ios","35-44","2021-12-05","6","0"
"1","downloaded_app","ios","18-24","2021-06-19","4","0"
"1","downloaded_app","ios","35-44","2021-12-04","9","0"
"1","downloaded_app","ios","35-44","2021-12-03","11","0"
"1","downloaded_app","ios","18-24","2021-06-20","3","0"
"1","downloaded_app","web","Unknown","2021-06-09","1","0"
"1","downloaded_app","ios","18-24","2021-06-21","1","0"
"1","downloaded_app","ios","35-44","2021-12-02","13","0"
"1","downloaded_app","ios","35-44","2021-12-01","6","0"
"1","downloaded_app","ios","18-24","2021-06-22","4","0"
"1","downloaded_app","android","25-34","2021-05-12","2","0"
"1","downloaded_app","ios","35-44","2021-11-30","9","0"
"1","downloaded_app","ios","35-44","2021-11-29","7","0"
"1","downloaded_app","ios","18-24","2021-06-23","7","0"
"1","downloaded_app","ios","35-44","2021-11-28","13","0"
"1","downloaded_app","ios","35-44","2021-11-27","10","0"
"1","downloaded_app","ios","18-24","2021-06-25","5","0"
"1","downloaded_app","web","","2021-09-21","3","0"
"1","downloaded_app","ios","35-44","2021-11-26","12","0"
"1","downloaded_app","ios","35-44","2021-11-25","16","0"
"1","downloaded_app","ios","18-24","2021-06-26","3","0"
"1","downloaded_app","web","Unknown","2021-06-06","2","0"
"1","downloaded_app","ios","35-44","2021-11-24","8","0"
"1","downloaded_app","ios","18-24","2021-06-27","2","0"
"1","downloaded_app","android","25-34","2021-05-13","5","0"
"1","downloaded_app","ios","35-44","2021-11-23","8","0"
"1","downloaded_app","ios","35-44","2021-11-22","10","0"
"1","downloaded_app","ios","18-24","2021-06-28","4","0"
"1","downloaded_app","ios","35-44","2021-11-21","6","0"
"1","downloaded_app","ios","35-44","2021-11-20","10","0"
"1","downloaded_app","ios","18-24","2021-06-29","4","0"
"1","downloaded_app","ios","18-24","2021-06-30","2","0"
"1","downloaded_app","ios","35-44","2021-11-19","4","0"
"1","downloaded_app","ios","35-44","2021-11-18","5","0"
"1","downloaded_app","ios","18-24","2021-07-01","3","0"
"1","downloaded_app","web","Unknown","2021-06-05","2","0"
"1","downloaded_app","ios","35-44","2021-11-17","10","0"
"1","downloaded_app","ios","35-44","2021-11-16","13","0"
"1","downloaded_app","ios","18-24","2021-07-02","8","0"
"1","downloaded_app","ios","35-44","2021-11-15","12","0"
"1","downloaded_app","ios","35-44","2021-11-14","8","0"
"1","downloaded_app","ios","18-24","2021-07-03","3","0"
"1","downloaded_app","web","Unknown","2021-06-04","2","0"
"1","downloaded_app","ios","35-44","2021-11-13","8","0"
"1","downloaded_app","ios","35-44","2021-11-12","5","0"
"1","downloaded_app","ios","18-24","2021-07-04","1","0"
"1","downloaded_app","android","25-34","2021-05-14","6","0"
"1","downloaded_app","ios","35-44","2021-11-11","6","0"
"1","downloaded_app","ios","18-24","2021-07-05","6","0"
"1","downloaded_app","ios","35-44","2021-11-10","9","0"
"1","downloaded_app","ios","35-44","2021-11-09","10","0"
"1","downloaded_app","ios","18-24","2021-07-07","3","0"
"1","downloaded_app","web","","2021-09-20","1","0"
"1","downloaded_app","ios","18-24","2021-07-08","6","0"
"1","downloaded_app","ios","35-44","2021-11-08","6","0"
"1","downloaded_app","ios","35-44","2021-11-07","12","0"
"1","downloaded_app","ios","18-24","2021-07-09","4","0"
"1","downloaded_app","web","Unknown","2021-06-02","5","0"
"1","downloaded_app","ios","18-24","2021-07-10","3","0"
"1","downloaded_app","ios","35-44","2021-11-06","5","0"
"1","downloaded_app","ios","35-44","2021-11-05","6","0"
"1","downloaded_app","ios","18-24","2021-07-11","3","0"
"1","downloaded_app","web","Unknown","2021-06-01","2","0"
"1","downloaded_app","ios","35-44","2021-11-04","10","0"
"1","downloaded_app","ios","35-44","2021-11-03","7","0"
"1","downloaded_app","ios","18-24","2021-07-12","1","0"
"1","downloaded_app","android","25-34","2021-05-15","4","0"
"1","downloaded_app","ios","35-44","2021-11-02","5","0"
"1","downloaded_app","ios","18-24","2021-07-13","3","0"
"1","downloaded_app","ios","35-44","2021-11-01","14","0"
"1","downloaded_app","ios","35-44","2021-10-31","11","0"
"1","downloaded_app","ios","18-24","2021-07-14","2","0"
"1","downloaded_app","ios","35-44","2021-10-30","8","0"
"1","downloaded_app","ios","35-44","2021-10-29","11","0"
"1","downloaded_app","ios","18-24","2021-07-16","2","0"
"1","downloaded_app","ios","35-44","2021-10-28","13","0"
"1","downloaded_app","ios","18-24","2021-07-17","6","0"
"1","downloaded_app","web","Unknown","2021-05-31","3","0"
"1","downloaded_app","ios","35-44","2021-10-27","8","0"
"1","downloaded_app","ios","35-44","2021-10-26","4","0"
"1","downloaded_app","ios","18-24","2021-07-18","2","0"
"1","downloaded_app","ios","35-44","2021-10-25","11","0"
"1","downloaded_app","ios","35-44","2021-10-24","7","0"
"1","downloaded_app","ios","18-24","2021-07-19","3","0"
"1","downloaded_app","web","Unknown","2021-05-29","1","0"
"1","downloaded_app","ios","18-24","2021-07-20","3","0"
"1","downloaded_app","android","25-34","2021-05-16","1","0"
"1","downloaded_app","ios","35-44","2021-10-23","6","0"
"1","downloaded_app","ios","18-24","2021-07-21","1","0"
"1","downloaded_app","ios","18-24","2021-07-22","3","0"
"1","downloaded_app","android","18-24","2021-04-15","3","0"
"1","downloaded_app","ios","35-44","2021-10-22","4","0"
"1","downloaded_app","ios","35-44","2021-10-21","4","0"
"1","downloaded_app","ios","18-24","2021-07-23","5","0"
"1","downloaded_app","android","25-34","2021-05-17","3","0"
"1","downloaded_app","ios","35-44","2021-10-20","4","0"
"1","downloaded_app","ios","35-44","2021-10-19","8","0"
"1","downloaded_app","ios","18-24","2021-07-24","1","0"
"1","downloaded_app","ios","35-44","2021-10-18","7","0"
"1","downloaded_app","ios","35-44","2021-10-17","6","0"
"1","downloaded_app","ios","18-24","2021-07-25","2","0"
"1","downloaded_app","ios","35-44","2021-10-16","9","0"
"1","downloaded_app","ios","18-24","2021-07-26","2","0"
"1","downloaded_app","ios","35-44","2021-10-15","6","0"
"1","downloaded_app","ios","35-44","2021-10-14","9","0"
"1","downloaded_app","ios","18-24","2021-07-27","1","0"
"1","downloaded_app","web","Unknown","2021-05-27","1","0"
"1","downloaded_app","ios","18-24","2021-07-28","2","0"
"1","downloaded_app","ios","35-44","2021-10-13","9","0"
"1","downloaded_app","ios","18-24","2021-07-29","2","0"
"1","downloaded_app","web","Unknown","2021-05-26","1","0"
"1","downloaded_app","ios","35-44","2021-10-12","9","0"
"1","downloaded_app","ios","35-44","2021-10-11","10","0"
"1","downloaded_app","ios","18-24","2021-07-30","2","0"
"1","downloaded_app","android","25-34","2021-05-18","4","0"
"1","downloaded_app","ios","35-44","2021-10-10","12","0"
"1","downloaded_app","ios","35-44","2021-10-09","9","0"
"1","downloaded_app","ios","18-24","2021-07-31","2","0"
"1","downloaded_app","ios","35-44","2021-10-08","6","0"
"1","downloaded_app","ios","35-44","2021-10-07","6","0"
"1","downloaded_app","ios","18-24","2021-08-01","3","0"
"1","downloaded_app","android","18-24","2021-01-17","1","0"
"1","downloaded_app","ios","35-44","2021-10-06","7","0"
"1","downloaded_app","ios","18-24","2021-08-02","2","0"
"1","downloaded_app","ios","35-44","2021-10-05","8","0"
"1","downloaded_app","ios","18-24","2021-08-03","7","0"
"1","downloaded_app","android","25-34","2021-05-19","5","0"
"1","downloaded_app","ios","35-44","2021-10-04","8","0"
"1","downloaded_app","ios","35-44","2021-10-03","6","0"
"1","downloaded_app","ios","18-24","2021-08-04","5","0"
"1","downloaded_app","ios","35-44","2021-10-02","5","0"
"1","downloaded_app","ios","35-44","2021-10-01","7","0"
"1","downloaded_app","ios","18-24","2021-08-05","2","0"
"1","downloaded_app","web","","2021-09-19","3","0"
"1","downloaded_app","ios","18-24","2021-08-06","3","0"
"1","downloaded_app","web","Unknown","2021-05-25","1","0"
"1","downloaded_app","ios","35-44","2021-09-30","4","0"
"1","downloaded_app","ios","35-44","2021-09-29","13","0"
"1","downloaded_app","ios","18-24","2021-08-07","5","0"
"1","downloaded_app","android","25-34","2021-05-20","4","0"
"1","downloaded_app","ios","35-44","2021-09-28","11","0"
"1","downloaded_app","ios","35-44","2021-09-27","9","0"
"1","downloaded_app","ios","18-24","2021-08-08","9","0"
"1","downloaded_app","ios","35-44","2021-09-26","11","0"
"1","downloaded_app","ios","35-44","2021-09-25","9","0"
"1","downloaded_app","ios","18-24","2021-08-09","4","0"
"1","downloaded_app","android","18-24","2021-04-16","5","0"
"1","downloaded_app","ios","35-44","2021-09-24","11","0"
"1","downloaded_app","ios","35-44","2021-09-23","9","0"
"1","downloaded_app","ios","18-24","2021-08-10","3","0"
"1","downloaded_app","ios","18-24","2021-08-11","4","0"
"1","downloaded_app","web","Unknown","2021-05-24","1","0"
"1","downloaded_app","ios","35-44","2021-09-22","8","0"
"1","downloaded_app","ios","35-44","2021-09-21","11","0"
"1","downloaded_app","ios","18-24","2021-08-12","3","0"
"1","downloaded_app","ios","35-44","2021-09-20","9","0"
"1","downloaded_app","ios","35-44","2021-09-19","7","0"
"1","downloaded_app","ios","18-24","2021-08-13","4","0"
"1","downloaded_app","web","Unknown","2021-05-23","2","0"
"1","downloaded_app","ios","35-44","2021-09-18","6","0"
"1","downloaded_app","ios","35-44","2021-09-17","2","0"
"1","downloaded_app","ios","18-24","2021-08-14","2","0"
"1","downloaded_app","android","25-34","2021-05-21","1","0"
"1","downloaded_app","ios","18-24","2021-08-15","2","0"
"1","downloaded_app","ios","35-44","2021-09-16","12","0"
"1","downloaded_app","ios","35-44","2021-09-15","12","0"
"1","downloaded_app","ios","18-24","2021-08-16","3","0"
"1","downloaded_app","ios","35-44","2021-09-14","7","0"
"1","downloaded_app","ios","18-24","2021-08-17","4","0"
"1","downloaded_app","ios","35-44","2021-09-13","7","0"
"1","downloaded_app","ios","35-44","2021-09-12","9","0"
"1","downloaded_app","ios","18-24","2021-08-18","1","0"
"1","downloaded_app","android","25-34","2021-05-22","4","0"
"1","downloaded_app","ios","18-24","2021-08-19","3","0"
"1","downloaded_app","ios","35-44","2021-09-11","10","0"
"1","downloaded_app","ios","35-44","2021-09-10","6","0"
"1","downloaded_app","ios","18-24","2021-08-20","3","0"
"1","downloaded_app","ios","35-44","2021-09-09","9","0"
"1","downloaded_app","ios","35-44","2021-09-08","10","0"
"1","downloaded_app","ios","18-24","2021-08-21","3","0"
"1","downloaded_app","web","Unknown","2021-05-22","1","0"
"1","downloaded_app","ios","35-44","2021-09-07","10","0"
"1","downloaded_app","ios","35-44","2021-09-06","9","0"
"1","downloaded_app","ios","18-24","2021-08-22","2","0"
"1","downloaded_app","ios","35-44","2021-09-05","13","0"
"1","downloaded_app","ios","35-44","2021-09-04","12","0"
"1","downloaded_app","ios","18-24","2021-08-23","4","0"
"1","downloaded_app","web","Unknown","2021-05-21","2","0"
"1","downloaded_app","ios","35-44","2021-09-03","11","0"
"1","downloaded_app","ios","18-24","2021-08-24","5","0"
"1","downloaded_app","ios","35-44","2021-09-02","9","0"
"1","downloaded_app","ios","35-44","2021-09-01","6","0"
"1","downloaded_app","ios","18-24","2021-08-25","4","0"
"1","downloaded_app","android","25-34","2021-05-23","3","0"
"1","downloaded_app","ios","35-44","2021-08-31","5","0"
"1","downloaded_app","ios","35-44","2021-08-30","13","0"
"1","downloaded_app","ios","18-24","2021-08-26","2","0"
"1","downloaded_app","ios","18-24","2021-08-27","2","0"
"1","downloaded_app","ios","18-24","2021-08-28","4","0"
"1","downloaded_app","web","Unknown","2021-05-20","3","0"
"1","downloaded_app","ios","18-24","2021-08-29","2","0"
"1","downloaded_app","ios","35-44","2021-08-29","10","0"
"1","downloaded_app","ios","35-44","2021-08-28","9","0"
"1","downloaded_app","ios","18-24","2021-08-30","3","0"
"1","downloaded_app","web","Unknown","2021-05-19","2","0"
"1","downloaded_app","ios","35-44","2021-08-27","10","0"
"1","downloaded_app","ios","35-44","2021-08-26","5","0"
"1","downloaded_app","ios","18-24","2021-08-31","5","0"
"1","downloaded_app","android","25-34","2021-05-24","2","0"
"1","downloaded_app","ios","35-44","2021-08-25","7","0"
"1","downloaded_app","ios","35-44","2021-08-24","6","0"
"1","downloaded_app","ios","18-24","2021-09-01","3","0"
"1","downloaded_app","ios","35-44","2021-08-23","8","0"
"1","downloaded_app","ios","35-44","2021-08-22","7","0"
"1","downloaded_app","ios","18-24","2021-09-02","2","0"
"1","downloaded_app","web","","2021-09-18","1","0"
"1","downloaded_app","ios","35-44","2021-08-21","9","0"
"1","downloaded_app","ios","35-44","2021-08-20","5","0"
"1","downloaded_app","ios","18-24","2021-09-03","2","0"
"1","downloaded_app","android","25-34","2021-05-25","5","0"
"1","downloaded_app","ios","35-44","2021-08-19","6","0"
"1","downloaded_app","ios","18-24","2021-09-04","5","0"
"1","downloaded_app","ios","35-44","2021-08-18","7","0"
"1","downloaded_app","ios","35-44","2021-08-17","11","0"
"1","downloaded_app","ios","18-24","2021-09-05","1","0"
"1","downloaded_app","ios","18-24","2021-09-06","5","0"
"1","downloaded_app","ios","35-44","2021-08-16","17","0"
"1","downloaded_app","ios","35-44","2021-08-15","12","0"
"1","downloaded_app","ios","18-24","2021-09-07","4","0"
"1","downloaded_app","android","25-34","2021-05-26","4","0"
"1","downloaded_app","ios","35-44","2021-08-14","10","0"
"1","downloaded_app","ios","35-44","2021-08-13","6","0"
"1","downloaded_app","ios","18-24","2021-09-08","3","0"
"1","downloaded_app","ios","35-44","2021-08-12","8","0"
"1","downloaded_app","ios","35-44","2021-08-11","8","0"
"1","downloaded_app","ios","18-24","2021-09-10","2","0"
"1","downloaded_app","web","","2021-09-17","2","0"
"1","downloaded_app","ios","35-44","2021-08-10","11","0"
"1","downloaded_app","ios","18-24","2021-09-11","1","0"
"1","downloaded_app","web","Unknown","2021-05-17","1","0"
"1","downloaded_app","ios","35-44","2021-08-09","11","0"
"1","downloaded_app","ios","18-24","2021-09-12","3","0"
"1","downloaded_app","ios","35-44","2021-08-08","9","0"
"1","downloaded_app","ios","35-44","2021-08-07","11","0"
"1","downloaded_app","ios","18-24","2021-09-13","3","0"
"1","downloaded_app","web","Unknown","2021-05-16","1","0"
"1","downloaded_app","ios","35-44","2021-08-06","12","0"
"1","downloaded_app","ios","35-44","2021-08-05","8","0"
"1","downloaded_app","ios","18-24","2021-09-14","2","0"
"1","downloaded_app","ios","35-44","2021-08-04","8","0"
"1","downloaded_app","ios","35-44","2021-08-03","17","0"
"1","downloaded_app","ios","18-24","2021-09-15","6","0"
"1","downloaded_app","android","25-34","2021-05-27","3","0"
"1","downloaded_app","ios","35-44","2021-08-02","10","0"
"1","downloaded_app","ios","35-44","2021-08-01","7","0"
"1","downloaded_app","ios","18-24","2021-09-17","4","0"
"1","downloaded_app","ios","35-44","2021-07-31","11","0"
"1","downloaded_app","ios","35-44","2021-07-30","11","0"
"1","downloaded_app","ios","18-24","2021-09-18","2","0"
"1","downloaded_app","android","18-24","2021-04-17","2","0"
"1","downloaded_app","ios","18-24","2021-09-19","2","0"
"1","downloaded_app","web","Unknown","2021-05-15","1","0"
"1","downloaded_app","ios","35-44","2021-07-29","4","0"
"1","downloaded_app","ios","35-44","2021-07-28","4","0"
"1","downloaded_app","ios","18-24","2021-09-20","1","0"
"1","downloaded_app","ios","35-44","2021-07-27","9","0"
"1","downloaded_app","ios","18-24","2021-09-21","4","0"
"1","downloaded_app","web","Unknown","2021-05-14","1","0"
"1","downloaded_app","ios","35-44","2021-07-26","6","0"
"1","downloaded_app","ios","18-24","2021-09-22","5","0"
"1","downloaded_app","android","25-34","2021-05-28","6","0"
"1","downloaded_app","ios","35-44","2021-07-25","10","0"
"1","downloaded_app","ios","18-24","2021-09-23","2","0"
"1","downloaded_app","ios","18-24","2021-09-24","4","0"
"1","downloaded_app","ios","35-44","2021-07-24","7","0"
"1","downloaded_app","ios","35-44","2021-07-23","14","0"
"1","downloaded_app","ios","18-24","2021-09-25","6","0"
"1","downloaded_app","ios","35-44","2021-07-22","10","0"
"1","downloaded_app","ios","35-44","2021-07-21","10","0"
"1","downloaded_app","ios","18-24","2021-09-26","2","0"
"1","downloaded_app","web","Unknown","2021-05-13","3","0"
"1","downloaded_app","ios","35-44","2021-07-20","2","0"
"1","downloaded_app","ios","18-24","2021-09-27","7","0"
"1","downloaded_app","ios","35-44","2021-07-19","8","0"
"1","downloaded_app","ios","35-44","2021-07-18","13","0"
"1","downloaded_app","ios","18-24","2021-09-28","2","0"
"1","downloaded_app","android","25-34","2021-05-29","2","0"
"1","downloaded_app","ios","35-44","2021-07-17","1","0"
"1","downloaded_app","ios","35-44","2021-07-16","7","0"
"1","downloaded_app","ios","18-24","2021-09-29","1","0"
"1","downloaded_app","ios","18-24","2021-09-30","4","0"
"1","downloaded_app","ios","35-44","2021-07-15","9","0"
"1","downloaded_app","ios","35-44","2021-07-14","9","0"
"1","downloaded_app","ios","18-24","2021-10-01","1","0"
"1","downloaded_app","web","Unknown","2021-05-12","2","0"
"1","downloaded_app","ios","18-24","2021-10-02","5","0"
"1","downloaded_app","ios","35-44","2021-07-13","8","0"
"1","downloaded_app","ios","35-44","2021-07-12","6","0"
"1","downloaded_app","ios","18-24","2021-10-03","2","0"
"1","downloaded_app","web","Unknown","2021-05-11","3","0"
"1","downloaded_app","ios","35-44","2021-07-11","8","0"
"1","downloaded_app","ios","35-44","2021-07-10","11","0"
"1","downloaded_app","ios","18-24","2021-10-04","3","0"
"1","downloaded_app","ios","35-44","2021-07-09","6","0"
